id,source,region,management,construction_year,status_group
22928,river,Kilimanjaro,vwc,2013,needs repair
63748,machine dbh,Singida,wug,2007,needs repair
42195,rainwater harvesting,Dodoma,vwc,0,needs repair
36067,spring,Kigoma,parastatal,1984,needs repair
54113,machine dbh,Singida,vwc,1990,functional
59405,spring,Iringa,wua,2009,functional
62511,machine dbh,Lindi,vwc,2008,functional
23315,rainwater harvesting,Shinyanga,parastatal,0,functional
40509,shallow well,Singida,vwc,2000,functional
45093,shallow well,Dodoma,vwc,0,needs repair
45889,shallow well,Mwanza,vwc,0,needs repair
71634,machine dbh,Tabora,vwc,0,functional
15250,machine dbh,Rukwa,vwc,2005,needs repair
32245,shallow well,Lindi,vwc,1992,functional
3777,river,Rukwa,vwc,1972,functional
71658,river,Tanga,vwc,1978,needs repair
48546,river,Mbeya,vwc,0,needs repair
11957,river,Mbeya,wua,0,needs repair
49862,spring,Arusha,vwc,1974,needs repair
38775,shallow well,Shinyanga,wug,0,functional
66760,shallow well,Tabora,vwc,0,functional
61574,shallow well,Mwanza,vwc,0,functional
57395,rainwater harvesting,Singida,vwc,2000,functional
21830,lake,Mara,vwc,1983,needs repair
18225,spring,Iringa,vwc,2006,needs repair
25165,spring,Tanga,vwc,1992,needs repair
67199,shallow well,Mwanza,vwc,0,functional
22385,river,Tanga,vwc,1975,functional
4636,spring,Iringa,vwc,1992,functional
35726,river,Pwani,private operator,2003,functional
6939,shallow well,Shinyanga,wug,0,functional
31692,machine dbh,Pwani,vwc,2009,functional
47016,spring,Morogoro,vwc,2008,functional
53147,machine dbh,Lindi,vwc,2004,needs repair
27776,rainwater harvesting,Kagera,vwc,0,functional
17242,shallow well,Tanga,vwc,2010,functional
53218,spring,Tanga,vwc,1999,needs repair
60433,shallow well,Shinyanga,wug,0,functional
48033,spring,Dodoma,vwc,0,needs repair
58642,river,Lindi,vwc,1972,needs repair
7420,machine dbh,Lindi,vwc,0,needs repair
11811,river,Rukwa,vwc,1983,functional
54548,spring,Kilimanjaro,vwc,1972,needs repair
54848,machine dbh,Dar es Salaam,other - school,2000,needs repair
32336,machine dbh,Pwani,vwc,0,functional
26535,machine dbh,Ruvuma,vwc,1992,needs repair
71856,spring,Kilimanjaro,vwc,1963,functional
53518,river,Kigoma,water board,1993,needs repair
11087,spring,Iringa,vwc,2008,functional
14701,spring,Kilimanjaro,water board,1972,functional
11447,machine dbh,Lindi,wug,1976,needs repair
23819,river,Pwani,vwc,1993,needs repair
27069,river,Kilimanjaro,vwc,1967,needs repair
21064,river,Pwani,parastatal,1998,functional
36711,spring,Mbeya,vwc,0,functional
37750,shallow well,Dodoma,vwc,0,needs repair
47102,shallow well,Pwani,vwc,2002,functional
13734,river,Morogoro,vwc,1998,functional
50708,river,Kilimanjaro,vwc,1987,needs repair
38763,shallow well,Dodoma,vwc,0,functional
38220,river,Kigoma,vwc,1990,functional
5060,river,Kigoma,water board,2006,needs repair
29153,spring,Lindi,wua,1975,needs repair
53985,shallow well,Tabora,vwc,0,needs repair
6519,spring,Kilimanjaro,water board,1972,functional
47117,spring,Ruvuma,vwc,1977,needs repair
20625,shallow well,Shinyanga,wug,0,needs repair
46110,shallow well,Lindi,vwc,1997,needs repair
72474,river,Morogoro,vwc,1995,functional
623,machine dbh,Lindi,vwc,2010,needs repair
27561,shallow well,Ruvuma,vwc,1996,functional
52067,spring,Arusha,vwc,2000,needs repair
6757,machine dbh,Morogoro,vwc,2007,functional
54596,shallow well,Shinyanga,wug,0,functional
67545,shallow well,Mwanza,vwc,0,functional
51355,dam,Tabora,vwc,0,needs repair
28846,spring,Tanga,vwc,2009,functional
13685,river,Morogoro,vwc,2003,functional
7863,hand dtw,Mbeya,vwc,0,needs repair
55543,shallow well,Kilimanjaro,vwc,1990,functional
63908,river,Iringa,vwc,2004,functional
23407,shallow well,Tanga,vwc,2008,needs repair
57452,river,Ruvuma,parastatal,1982,functional
42339,spring,Iringa,wua,2008,functional
42491,machine dbh,Arusha,wua,2004,functional
27128,machine dbh,Mwanza,vwc,0,needs repair
28741,shallow well,Iringa,vwc,0,functional
7936,rainwater harvesting,Kagera,vwc,0,needs repair
40427,shallow well,Mtwara,vwc,1975,needs repair
64144,river,Pwani,private operator,2005,functional
15188,machine dbh,Shinyanga,parastatal,0,functional
25220,river,Kigoma,vwc,1984,functional
59031,spring,Pwani,vwc,2008,needs repair
69979,rainwater harvesting,Kagera,vwc,0,functional
25199,shallow well,Shinyanga,wug,0,functional
70644,spring,Ruvuma,vwc,1992,functional
7841,machine dbh,Singida,vwc,1960,needs repair
32699,shallow well,Shinyanga,wug,0,needs repair
25339,spring,Dodoma,vwc,0,needs repair
53106,spring,Dodoma,vwc,0,functional
39953,shallow well,Shinyanga,wug,0,needs repair
22679,river,Mbeya,vwc,0,functional
32012,shallow well,Mara,wug,2000,functional
35007,shallow well,Tanga,vwc,1980,needs repair
19409,shallow well,Shinyanga,wug,0,functional
54670,shallow well,Morogoro,vwc,1997,needs repair
36702,spring,Iringa,vwc,1985,functional
57293,shallow well,Shinyanga,wug,0,functional
50001,shallow well,Mara,wug,1996,needs repair
6002,machine dbh,Dar es Salaam,wug,2000,needs repair
46231,spring,Arusha,vwc,2011,functional
10342,spring,Iringa,wua,1990,functional
54599,shallow well,Shinyanga,wug,0,functional
26302,shallow well,Ruvuma,wug,2001,needs repair
24052,shallow well,Kagera,vwc,0,functional
11362,rainwater harvesting,Shinyanga,parastatal,0,needs repair
4554,shallow well,Morogoro,wug,1998,functional
3873,rainwater harvesting,Pwani,private operator,2007,needs repair
1856,spring,Tanga,vwc,1975,functional
19574,river,Ruvuma,vwc,1992,needs repair
3843,machine dbh,Mara,vwc,2010,functional
71216,machine dbh,Kagera,vwc,0,needs repair
42487,river,Kilimanjaro,water board,1972,needs repair
19869,spring,Kilimanjaro,vwc,1978,needs repair
71891,hand dtw,Shinyanga,wug,0,functional
5875,shallow well,Lindi,vwc,1979,needs repair
63423,spring,Kilimanjaro,water board,2008,functional
38537,shallow well,Shinyanga,wug,0,functional
880,shallow well,Morogoro,vwc,2010,functional
28306,machine dbh,Ruvuma,vwc,1992,needs repair
69377,machine dbh,Shinyanga,wug,0,needs repair
492,machine dbh,Shinyanga,unknown,0,needs repair
11641,shallow well,Mbeya,vwc,0,needs repair
69883,spring,Kilimanjaro,water board,2008,functional
8709,machine dbh,Kilimanjaro,water authority,2004,functional
8316,machine dbh,Mara,private operator,2009,functional
32164,river,Iringa,wua,1978,functional
49888,rainwater harvesting,Mtwara,vwc,1992,needs repair
17809,shallow well,Morogoro,vwc,1997,needs repair
71837,shallow well,Shinyanga,wug,0,functional
36267,shallow well,Shinyanga,wug,0,needs repair
64333,machine dbh,Singida,wug,2008,functional
39105,machine dbh,Mtwara,vwc,1978,functional
13866,machine dbh,Shinyanga,wug,0,needs repair
42943,shallow well,Tabora,vwc,0,functional
42959,river,Lindi,wua,2011,needs repair
27736,machine dbh,Dodoma,vwc,0,needs repair
68179,spring,Kagera,vwc,0,functional
19672,spring,Mbeya,vwc,0,functional
37322,spring,Kilimanjaro,vwc,2005,needs repair
42431,spring,Iringa,vwc,2008,functional
25766,spring,Tabora,vwc,0,needs repair
70897,shallow well,Rukwa,vwc,1992,needs repair
61759,machine dbh,Mtwara,private operator,2007,functional
64031,spring,Iringa,vwc,2010,functional
18488,spring,Tanga,vwc,1989,functional
13501,spring,Kilimanjaro,vwc,1976,needs repair
26856,shallow well,Pwani,vwc,2008,needs repair
59448,rainwater harvesting,Kagera,other,0,functional
56471,spring,Manyara,vwc,2004,functional
17287,lake,Mwanza,parastatal,0,functional
8080,machine dbh,Mtwara,vwc,1978,functional
27799,shallow well,Shinyanga,wug,0,functional
35558,spring,Mtwara,vwc,2007,functional
63978,river,Manyara,vwc,1976,needs repair
45566,shallow well,Mtwara,vwc,1980,needs repair
61039,shallow well,Shinyanga,wug,0,functional
71895,machine dbh,Mwanza,vwc,0,functional
968,spring,Arusha,vwc,2002,functional
3995,shallow well,Morogoro,unknown,1997,needs repair
1604,river,Rukwa,vwc,1972,needs repair
53188,shallow well,Shinyanga,wug,1996,needs repair
5562,river,Morogoro,wug,2011,functional
10976,machine dbh,Singida,vwc,1975,needs repair
18814,river,Morogoro,vwc,1997,needs repair
43732,spring,Tanga,vwc,1971,functional
72282,machine dbh,Arusha,parastatal,2000,needs repair
69101,machine dbh,Singida,vwc,1990,needs repair
25947,shallow well,Kagera,vwc,0,functional
43149,machine dbh,Morogoro,vwc,2007,needs repair
50383,shallow well,Ruvuma,wug,1994,functional
49431,spring,Mtwara,vwc,2009,functional
45744,river,Mbeya,water board,0,needs repair
18848,shallow well,Mwanza,vwc,0,needs repair
711,shallow well,Singida,vwc,1990,needs repair
6044,machine dbh,Dodoma,vwc,0,needs repair
2940,machine dbh,Lindi,vwc,2000,needs repair
57305,machine dbh,Dodoma,vwc,0,needs repair
58286,shallow well,Shinyanga,wug,0,functional
66643,machine dbh,Dodoma,vwc,0,functional
12756,spring,Kilimanjaro,vwc,1976,functional
15545,shallow well,Pwani,vwc,2011,functional
47221,shallow well,Shinyanga,vwc,0,functional
2414,rainwater harvesting,Mara,other,2009,functional
11497,river,Mbeya,wug,0,needs repair
71236,rainwater harvesting,Mara,parastatal,2008,functional
26174,machine dbh,Tanga,vwc,1969,needs repair
14985,spring,Arusha,vwc,2003,functional
41560,shallow well,Shinyanga,wug,0,functional
26204,river,Iringa,wua,1978,functional
21623,river,Iringa,vwc,1984,needs repair
37757,river,Kilimanjaro,water board,2002,needs repair
59179,shallow well,Shinyanga,wug,2005,functional
1981,machine dbh,Dodoma,vwc,0,functional
72237,shallow well,Dar es Salaam,unknown,0,functional
51820,shallow well,Shinyanga,wug,0,functional
23732,shallow well,Kagera,vwc,0,functional
47193,river,Pwani,vwc,1978,needs repair
5464,machine dbh,Manyara,vwc,2006,needs repair
57085,shallow well,Mwanza,vwc,0,functional
59694,machine dbh,Ruvuma,vwc,2005,needs repair
56708,shallow well,Morogoro,vwc,2009,functional
3091,rainwater harvesting,Morogoro,vwc,2010,functional
37039,rainwater harvesting,Arusha,wua,2012,needs repair
13201,rainwater harvesting,Kigoma,private operator,2003,functional
10527,spring,Iringa,vwc,2001,needs repair
40666,lake,Mara,vwc,1992,needs repair
47783,machine dbh,Mtwara,vwc,0,needs repair
47756,shallow well,Lindi,vwc,1988,needs repair
66682,spring,Iringa,vwc,1985,needs repair
11388,machine dbh,Mwanza,vwc,0,functional
1605,shallow well,Morogoro,private operator,1998,needs repair
10065,shallow well,Morogoro,vwc,1999,needs repair
72943,spring,Dodoma,vwc,0,needs repair
38507,river,Iringa,wua,1975,needs repair
54163,river,Tanga,vwc,1989,needs repair
27790,machine dbh,Morogoro,vwc,2008,functional
37114,other,Tanga,vwc,1982,functional
70237,shallow well,Lindi,vwc,1985,functional
47075,machine dbh,Morogoro,vwc,2010,needs repair
61558,rainwater harvesting,Kilimanjaro,company,2002,functional
28921,spring,Kagera,vwc,0,needs repair
38293,spring,Iringa,vwc,1998,functional
23288,spring,Iringa,vwc,1972,needs repair
50641,shallow well,Mwanza,vwc,0,needs repair
1074,machine dbh,Dodoma,vwc,0,needs repair
68641,machine dbh,Singida,vwc,2000,functional
40102,spring,Iringa,vwc,2000,functional
51665,spring,Ruvuma,vwc,1995,needs repair
13739,river,Mbeya,vwc,0,functional
60171,spring,Rukwa,vwc,2011,functional
18825,spring,Arusha,wua,2007,functional
7942,spring,Kilimanjaro,vwc,1974,needs repair
60688,river,Tanga,vwc,1973,functional
9401,spring,Tanga,vwc,1985,functional
58495,shallow well,Shinyanga,wug,0,needs repair
41985,shallow well,Shinyanga,wug,0,needs repair
17569,machine dbh,Dar es Salaam,wug,2000,functional
14438,machine dbh,Rukwa,vwc,2012,functional
52390,shallow well,Kagera,vwc,0,needs repair
37241,river,Pwani,wua,2006,functional
37507,machine dbh,Manyara,private operator,2004,functional
2829,shallow well,Shinyanga,vwc,0,needs repair
34664,spring,Iringa,vwc,0,functional
16672,spring,Dodoma,vwc,0,functional
4778,spring,Mbeya,vwc,0,functional
55567,machine dbh,Dar es Salaam,parastatal,2010,functional
11871,river,Rukwa,vwc,2006,needs repair
27571,shallow well,Morogoro,vwc,1995,functional
13555,shallow well,Tanga,vwc,0,needs repair
23465,spring,Mtwara,vwc,2012,needs repair
28822,machine dbh,Tabora,vwc,0,needs repair
50898,shallow well,Mwanza,vwc,0,functional
53006,machine dbh,Morogoro,other,1984,functional
56631,machine dbh,Dar es Salaam,wug,2000,functional
46988,spring,Iringa,vwc,1984,functional
4672,river,Kagera,vwc,0,functional
35778,shallow well,Tanga,private operator,2005,needs repair
70424,spring,Kagera,vwc,0,needs repair
58389,machine dbh,Mtwara,water board,1982,needs repair
11695,machine dbh,Rukwa,water authority,1983,needs repair
37915,shallow well,Mwanza,vwc,0,needs repair
65995,shallow well,Mtwara,vwc,2008,functional
8988,spring,Morogoro,vwc,2001,functional
12598,spring,Manyara,vwc,2006,functional
34130,spring,Kilimanjaro,vwc,1998,needs repair
28032,machine dbh,Pwani,private operator,2010,functional
72055,spring,Tanga,vwc,1982,needs repair
14727,spring,Kilimanjaro,water board,1995,functional
7784,spring,Kagera,vwc,0,needs repair
44120,river,Tanga,vwc,2007,functional
6424,hand dtw,Iringa,vwc,0,functional
146,shallow well,Iringa,vwc,0,functional
56277,shallow well,Morogoro,vwc,2008,functional
60410,spring,Kagera,vwc,0,functional
61169,river,Kigoma,vwc,2006,functional
22244,spring,Kagera,vwc,0,needs repair
61060,river,Pwani,private operator,1988,functional
33006,spring,Kilimanjaro,water board,2008,functional
6988,spring,Kilimanjaro,water board,2012,functional
23156,river,Morogoro,wug,1997,needs repair
54772,river,Pwani,vwc,1986,needs repair
19362,shallow well,Shinyanga,wug,0,functional
60535,shallow well,Morogoro,wug,1981,functional
54055,shallow well,Shinyanga,wug,0,functional
6171,spring,Iringa,vwc,2000,functional
48519,shallow well,Mtwara,vwc,1987,needs repair
33946,shallow well,Singida,vwc,1980,needs repair
68894,spring,Tanga,vwc,2000,functional
36606,shallow well,Tabora,wug,0,functional
72553,shallow well,Shinyanga,wug,0,functional
13987,machine dbh,Lindi,vwc,2012,needs repair
20639,shallow well,Dodoma,vwc,0,needs repair
21896,river,Morogoro,vwc,2009,functional
25354,river,Pwani,private operator,2010,functional
24752,spring,Kilimanjaro,water board,1999,functional
7691,spring,Arusha,water board,2000,functional
61992,machine dbh,Ruvuma,vwc,2007,needs repair
19080,rainwater harvesting,Rukwa,vwc,2011,functional
34305,machine dbh,Shinyanga,wug,0,needs repair
36513,spring,Ruvuma,water board,2000,functional
41986,spring,Kilimanjaro,vwc,2011,functional
36255,spring,Manyara,vwc,2005,needs repair
28016,machine dbh,Rukwa,vwc,2012,functional
55033,shallow well,Morogoro,vwc,2011,functional
18928,shallow well,Kagera,vwc,0,functional
44976,shallow well,Tabora,vwc,0,functional
7296,spring,Iringa,wua,2004,functional
10085,shallow well,Shinyanga,parastatal,0,needs repair
15643,shallow well,Morogoro,vwc,2010,functional
1817,machine dbh,Arusha,vwc,2004,functional
15975,shallow well,Mtwara,vwc,1977,needs repair
22396,machine dbh,Kagera,vwc,0,needs repair
2547,shallow well,Morogoro,vwc,1978,functional
24638,river,Kigoma,water board,2005,needs repair
47697,shallow well,Tabora,vwc,0,needs repair
25000,rainwater harvesting,Mara,other,2012,functional
52461,dam,Ruvuma,private operator,2009,needs repair
49160,spring,Mbeya,vwc,0,needs repair
42590,shallow well,Singida,vwc,1990,needs repair
65061,shallow well,Mwanza,vwc,0,needs repair
25243,river,Pwani,vwc,1987,needs repair
30320,hand dtw,Iringa,vwc,0,functional
69136,machine dbh,Shinyanga,wug,0,functional
28993,river,Iringa,water board,2001,functional
25367,river,Mbeya,vwc,0,functional
53109,spring,Kagera,vwc,0,needs repair
18169,river,Pwani,private operator,2010,functional
18729,river,Tanga,private operator,1997,functional
40750,shallow well,Tanga,vwc,1985,needs repair
16363,shallow well,Mbeya,vwc,0,needs repair
22402,spring,Iringa,vwc,2008,needs repair
52686,spring,Mwanza,vwc,0,functional
50841,river,Iringa,wua,1978,functional
12656,shallow well,Ruvuma,wug,2006,needs repair
21315,river,Arusha,vwc,2002,functional
32543,shallow well,Shinyanga,wug,0,functional
73274,shallow well,Mara,wug,1990,needs repair
20697,machine dbh,Mwanza,vwc,0,needs repair
5009,spring,Kilimanjaro,wua,1970,functional
19781,spring,Manyara,water board,2011,needs repair
56226,machine dbh,Tanga,vwc,2006,needs repair
69168,spring,Kilimanjaro,water board,1999,functional
26962,shallow well,Shinyanga,unknown,0,functional
43964,spring,Iringa,vwc,2000,functional
72849,spring,Lindi,vwc,1975,needs repair
15974,shallow well,Pwani,vwc,2003,needs repair
5071,machine dbh,Morogoro,private operator,2009,functional
44480,spring,Manyara,vwc,2002,functional
54327,machine dbh,Tanga,private operator,1985,needs repair
55560,spring,Mbeya,vwc,0,functional
5563,shallow well,Kagera,vwc,0,functional
44490,shallow well,Shinyanga,wug,0,needs repair
4379,machine dbh,Shinyanga,wug,0,needs repair
58526,shallow well,Tanga,vwc,2008,functional
41227,hand dtw,Iringa,wua,2009,needs repair
9069,shallow well,Ruvuma,wug,2012,functional
32952,rainwater harvesting,Shinyanga,parastatal,0,needs repair
42342,shallow well,Mwanza,vwc,0,needs repair
5455,machine dbh,Rukwa,vwc,1991,functional
39280,spring,Tanga,vwc,1975,needs repair
43079,shallow well,Mbeya,vwc,0,needs repair
46510,machine dbh,Mwanza,vwc,0,needs repair
17088,machine dbh,Dodoma,vwc,0,functional
61476,machine dbh,Mtwara,vwc,2004,functional
44578,machine dbh,Ruvuma,vwc,1998,needs repair
46507,river,Pwani,private operator,2010,functional
38201,shallow well,Mbeya,vwc,0,functional
15306,shallow well,Shinyanga,wug,0,functional
20347,spring,Arusha,vwc,2010,needs repair
72772,river,Kagera,vwc,0,needs repair
52991,rainwater harvesting,Shinyanga,parastatal,0,needs repair
68844,machine dbh,Iringa,vwc,2008,needs repair
16923,shallow well,Morogoro,vwc,2005,functional
22283,river,Kigoma,water board,1977,functional
54056,spring,Kilimanjaro,water board,2008,functional
3968,river,Tanga,vwc,1975,functional
33094,river,Mbeya,water authority,0,needs repair
20020,shallow well,Morogoro,vwc,1992,functional
25712,shallow well,Mara,wug,1996,needs repair
30261,machine dbh,Arusha,unknown,2012,needs repair
38474,shallow well,Kagera,vwc,0,functional
36914,shallow well,Shinyanga,wug,0,functional
21383,shallow well,Ruvuma,wug,1987,functional
45754,shallow well,Mara,vwc,1991,needs repair
61131,river,Iringa,vwc,1999,needs repair
11961,spring,Dodoma,vwc,0,functional
59071,spring,Kigoma,vwc,1992,functional
458,machine dbh,Arusha,wua,2009,functional
1678,machine dbh,Shinyanga,wug,0,functional
32502,spring,Arusha,vwc,1995,functional
14763,machine dbh,Dodoma,vwc,0,needs repair
41826,river,Mbeya,water authority,0,functional
17360,river,Kigoma,vwc,1995,needs repair
62435,river,Mbeya,wug,0,needs repair
60873,river,Morogoro,vwc,2007,functional
61750,rainwater harvesting,Pwani,vwc,2010,functional
47384,river,Kigoma,water board,1996,functional
11570,machine dbh,Tabora,vwc,0,needs repair
